block_seq_num,block_var_num,block_route_num,block_run_num
5907971,1,599,8
5907972,1,599,44
5907973,1,599,52
5907974,1,599,4
5907975,1,599,2
5907976,1,599,3
5907977,1,599,7
5907978,1,599,45
5907979,1,599,56
5907980,1,599,54
5907981,1,599,46
5907982,1,599,53
5907983,1,599,1
5907984,1,599,41
5907985,1,599,42
5907987,1,98,1
5907988,1,98,2
5907989,1,98,1
5907990,1,98,2
5907991,1,98,1
5907992,1,98,2
5907993,1,98,3
5907995,1,111,3
5907996,1,183,3
5907997,1,182,2
5907998,1,111,7
5907999,1,183,1
5908000,1,111,6
5908001,1,111,16
5908002,1,111,13
5908003,1,111,15
5908004,1,182,1
5908005,1,111,12
5908006,1,183,5
5908007,1,111,1
5908008,1,183,6
5908009,1,183,4
5908010,1,111,4
5908011,1,111,8
5908012,1,111,11
5908013,1,182,5
5908014,1,182,3
5908015,1,671,7
5908016,1,671,6
5908017,1,671,5
5908018,1,671,4
5908019,1,671,3
5908020,1,671,2
5908021,1,671,1
5908022,1,193,9
5908023,1,193,8
5908024,1,183,9
5908025,1,193,7
5908026,1,193,5
5908027,1,193,4
5908028,1,193,3
5908029,1,193,2
5908030,1,193,1
5908031,1,111,14
5908032,1,181,3
5908033,1,181,6
5908034,1,181,7
5908035,1,676,12
5908036,1,676,10
5908037,1,676,7
5908038,1,676,8
5908039,1,676,6
5908040,1,676,5
5908041,1,676,4
5908042,1,676,3
5908043,1,676,2
5908044,1,676,1
5908045,1,111,5
5908046,1,193,6
5908047,1,676,11
5908048,1,676,9
5908049,1,671,8
5908050,1,671,11
5908051,1,107,1
5908052,1,107,2
5908053,1,107,4
5908054,1,107,3
5908055,1,107,5
5908056,1,107,6
5908057,1,107,7
5908058,1,107,8
5908059,1,107,9
5908060,1,107,10
5908061,1,107,11
5908062,1,107,14
5908063,1,107,15
5908064,1,107,16
5908065,1,107,17
5908066,1,156,1
5908067,1,156,2
5908068,1,156,3
5908069,1,156,5
5908070,1,183,2
5908071,1,183,7
5908072,1,156,4
5908073,1,676,16
5908074,1,181,5
5908075,1,181,10
5908076,1,181,1
5908077,1,111,2
5908078,1,111,9
5908079,1,111,10
5908080,1,182,6
5908081,1,119,22
5908082,1,119,31
5908083,1,119,21
5908084,1,119,32
5908085,1,156,6
5908086,1,156,7
5908087,1,111,17
5908088,1,107,12
5908089,1,107,13
5908090,1,671,10
5908091,1,671,9
5908092,1,181,4
5908093,1,181,2
5908094,1,181,9
5908095,1,676,14
5908096,1,676,15
5908097,1,676,18
5908098,1,150,2
5908099,1,150,1
5908100,1,101,1
5908101,1,150,3
5908102,1,150,4
5908103,1,101,2
5908104,1,150,16
5908105,1,101,3
5908106,1,150,5
5908107,1,102,6
5908108,1,101,4
5908109,1,102,1
5908110,1,150,6
5908111,1,150,7
5908112,1,101,6
5908113,1,101,21
5908114,1,101,5
5908115,1,150,8
5908116,1,150,18
5908117,1,101,7
5908118,1,150,9
5908119,1,150,11
5908120,1,101,9
5908121,1,102,2
5908122,1,101,8
5908123,1,150,10
5908124,1,101,15
5908125,1,102,3
5908126,1,101,14
5908127,1,150,12
5908128,1,101,10
5908129,1,101,11
5908130,1,150,13
5908131,1,102,5
5908132,1,102,4
5908133,1,101,18
5908134,1,150,17
5908135,1,676,17
5908136,1,101,12
5908137,1,150,14
5908138,1,165,1
5908139,1,165,2
5908140,1,161,3
5908141,1,165,4
5908142,1,165,5
5908143,1,165,6
5908144,1,165,7
5908145,1,165,8
5908146,1,165,12
5908147,1,165,3
5908148,1,182,4
5908149,1,181,8
5908150,1,105,3
5908151,1,105,6
5908152,1,105,2
5908153,1,105,7
5908154,1,105,1
5908155,1,105,4
5908156,1,184,3
5908157,1,184,4
5908158,1,50,5
5908159,1,50,1
5908160,1,50,2
5908161,1,50,3
5908162,1,50,4
5908163,1,50,6
5908164,1,50,7
5908165,1,50,10
5908166,1,50,11
5908167,1,50,12
5908168,1,50,13
5908169,1,162,1
5908170,1,162,2
5908171,1,162,3
5908172,1,162,4
5908173,1,162,5
5908174,1,162,6
5908175,1,162,7
5908176,1,162,8
5908177,1,162,16
5908178,1,162,9
5908179,1,162,10
5908180,1,162,11
5908181,1,162,12
5908182,1,162,13
5908183,1,162,14
5908184,1,162,15
5908185,1,111,18
5908186,1,671,12
5908187,1,165,10
5908188,1,165,11
5908189,1,118,2
5908190,1,118,1
5908191,1,161,1
5908192,1,161,2
5908193,1,161,4
5908194,1,161,5
5908195,1,161,16
5908196,1,161,6
5908197,1,161,17
5908198,1,161,7
5908199,1,161,14
5908200,1,161,8
5908201,1,161,9
5908202,1,161,10
5908203,1,161,11
5908204,1,161,19
5908205,1,160,2
5908206,1,160,3
5908207,1,160,4
5908208,1,160,5
5908209,1,160,6
5908210,1,160,7
5908211,1,160,14
5908212,1,160,8
5908213,1,160,9
5908214,1,160,10
5908215,1,160,11
5908216,1,160,12
5908217,1,160,13
5908218,1,184,2
5908219,1,160,1
5908220,1,184,1
5908221,1,50,8
5908222,1,50,9
5908223,1,161,18
5908224,1,161,15
5908225,1,101,20
5908226,1,101,17
5908227,1,150,19
5908228,1,101,19
5908229,1,161,12
5908230,1,101,13
5908231,1,165,9
5908232,1,150,15
5908233,1,105,5
5908234,1,183,8
5908235,1,181,11
5908236,1,676,13
5908237,1,101,16
5908238,1,161,13
5908239,1,107,1
5908240,1,107,2
5908241,1,107,3
5908242,1,107,4
5908243,1,107,5
5908244,1,107,6
5908245,1,107,7
5908246,1,50,1
5908247,1,50,2
5908248,1,105,2
5908249,1,676,1
5908250,1,676,2
5908251,1,676,3
5908252,1,676,4
5908253,1,676,6
5908254,1,676,8
5908255,1,676,9
5908256,1,156,1
5908257,1,156,2
5908258,1,182,1
5908259,1,182,2
5908260,1,181,1
5908261,1,181,2
5908262,1,181,4
5908263,1,181,3
5908264,1,181,5
5908265,1,671,1
5908266,1,671,2
5908267,1,671,3
5908268,1,671,4
5908269,1,671,5
5908270,1,671,6
5908271,1,671,7
5908272,1,671,8
5908273,1,50,4
5908274,1,50,3
5908275,1,50,5
5908276,1,676,5
5908277,1,676,7
5908278,1,150,1
5908279,1,150,2
5908280,1,150,7
5908281,1,150,3
5908282,1,150,4
5908283,1,150,5
5908284,1,101,1
5908285,1,101,2
5908286,1,150,6
5908287,1,150,8
5908288,1,101,3
5908289,1,150,9
5908290,1,150,10
5908291,1,150,11
5908292,1,101,4
5908293,1,101,5
5908294,1,101,6
5908295,1,150,14
5908296,1,150,13
5908297,1,118,1
5908298,1,105,1
5908299,1,118,2
5908300,1,165,3
5908301,1,165,1
5908302,1,165,2
5908303,1,184,1
5908304,1,184,2
5908305,1,160,1
5908306,1,160,2
5908307,1,160,3
5908308,1,160,4
5908309,1,160,5
5908310,1,671,12
5908311,1,671,11
5908312,1,671,10
5908313,1,671,9
5908314,1,671,15
5908315,1,671,14
5908316,1,671,13
5908317,1,161,2
5908318,1,161,1
5908319,1,161,3
5908320,1,161,5
5908321,1,161,4
5908322,1,161,7
5908323,1,161,6
5908324,1,165,4
5908325,1,150,12
5908326,1,160,6
5908327,1,160,7
5908328,1,105,1
5908329,1,105,2
5908330,1,107,1
5908331,1,107,2
5908332,1,107,3
5908333,1,107,4
5908334,1,107,5
5908335,1,107,6
5908336,1,118,1
5908337,1,156,1
5908338,1,156,2
5908339,1,181,1
5908340,1,181,2
5908341,1,181,3
5908342,1,181,4
5908343,1,181,5
5908344,1,182,2
5908345,1,182,1
5908346,1,676,1
5908347,1,676,2
5908348,1,676,3
5908349,1,676,4
5908350,1,676,6
5908351,1,676,9
5908352,1,676,8
5908353,1,676,7
5908354,1,676,5
5908355,1,50,3
5908356,1,50,5
5908357,1,50,1
5908358,1,50,2
5908359,1,50,4
5908360,1,50,6
5908361,1,150,1
5908362,1,150,2
5908363,1,150,3
5908364,1,150,4
5908365,1,101,1
5908366,1,150,6
5908367,1,150,5
5908368,1,150,7
5908369,1,101,2
5908370,1,150,9
5908371,1,150,8
5908372,1,101,3
5908373,1,150,10
5908374,1,101,4
5908375,1,150,11
5908376,1,101,5
5908377,1,150,12
5908378,1,183,2
5908379,1,118,2
5908380,1,183,3
5908381,1,183,1
5908382,1,184,2
5908383,1,160,1
5908384,1,160,2
5908385,1,160,3
5908386,1,160,4
5908387,1,160,5
5908388,1,150,13
5908389,1,150,14
5908390,1,671,1
5908391,1,671,2
5908392,1,671,3
5908393,1,671,4
5908394,1,671,5
5908395,1,671,6
5908396,1,671,7
5908397,1,671,8
5908398,1,671,9
5908399,1,671,12
5908400,1,671,13
5908401,1,671,14
5908402,1,671,15
5908403,1,671,11
5908404,1,671,10
5908405,1,161,6
5908406,1,161,2
5908407,1,161,4
5908408,1,161,1
5908409,1,161,3
5908410,1,161,5
5908411,1,150,15
5908412,1,184,1
5908413,1,165,2
5908414,1,165,1
5908415,1,165,3
5908416,1,165,5
5908417,1,165,4
5908418,1,165,6
5908419,1,161,8
5908420,1,160,6
5908421,1,161,7
5908422,1,165,7
5908423,1,165,8
5908424,1,161,9
5908426,1,26,1
5908427,1,28,9
5908428,1,28,3
5908429,1,28,10
5908430,1,28,1
5908431,1,28,26
5908432,1,28,2
5908433,1,26,2
5908434,1,28,4
5908435,1,28,32
5908436,1,26,4
5908437,1,26,3
5908438,1,28,6
5908439,1,28,8
5908440,1,26,5
5908441,1,26,6
5908442,1,26,7
5908443,1,26,8
5908444,1,26,10
5908445,1,28,28
5908446,1,28,12
5908447,1,26,11
5908448,1,28,13
5908449,1,26,14
5908450,1,28,15
5908451,1,28,27
5908452,1,26,15
5908453,1,28,30
5908454,1,28,21
5908455,1,28,23
5908456,1,64,7
5908457,1,64,6
5908458,1,64,4
5908459,1,64,3
5908460,1,62,2
5908461,1,62,3
5908462,1,64,1
5908463,1,62,4
5908464,1,62,5
5908465,1,62,6
5908466,1,64,2
5908467,1,62,8
5908468,1,62,1
5908469,1,62,9
5908470,1,62,12
5908471,1,62,11
5908472,1,62,13
5908473,1,62,15
5908474,1,62,16
5908475,1,62,21
5908476,1,62,22
5908477,1,62,24
5908478,1,28,31
5908479,1,124,2
5908480,1,124,3
5908481,1,124,5
5908482,1,28,14
5908483,1,124,18
5908484,1,124,17
5908485,1,62,17
5908486,1,303,1
5908487,1,303,2
5908488,1,303,3
5908489,1,303,4
5908490,1,303,6
5908491,1,303,9
5908492,1,303,11
5908493,1,303,10
5908494,1,26,12
5908495,1,124,15
5908496,1,303,14
5908497,1,26,9
5908498,1,62,10
5908499,1,62,19
5908500,1,62,14
5908501,1,28,18
5908502,1,28,11
5908503,1,28,29
5908504,1,62,20
5908505,1,124,20
5908506,1,303,12
5908507,1,28,17
5908508,1,62,23
5908509,1,125,2
5908510,1,125,1
5908511,1,125,3
5908512,1,125,4
5908513,1,125,5
5908514,1,28,25
5908515,1,26,13
5908516,1,28,24
5908517,1,28,7
5908518,1,125,7
5908519,1,125,6
5908520,1,45,8
5908521,1,45,2
5908522,1,45,3
5908523,1,45,9
5908524,1,45,12
5908525,1,45,5
5908526,1,45,4
5908527,1,45,13
5908528,1,45,6
5908529,1,45,14
5908530,1,45,10
5908531,1,45,7
5908532,1,45,16
5908533,1,45,1
5908534,1,45,11
5908535,1,45,19
5908536,1,45,17
5908537,1,45,20
5908538,1,45,15
5908539,1,124,13
5908540,1,124,9
5908541,1,124,10
5908542,1,124,7
5908543,1,303,5
5908544,1,124,21
5908545,1,124,16
5908546,1,124,6
5908547,1,124,19
5908548,1,27,7
5908549,1,27,5
5908550,1,27,2
5908551,1,27,1
5908552,1,27,6
5908553,1,27,4
5908554,1,28,5
5908555,1,124,14
5908556,1,27,3
5908557,1,303,13
5908558,1,124,1
5908559,1,124,8
5908560,1,124,4
5908561,1,124,12
5908562,1,45,18
5908563,1,26,16
5908564,1,28,22
5908565,1,28,19
5908566,1,28,33
5908567,1,28,20
5908568,1,62,18
5908569,1,62,7
5908570,1,124,11
5908571,1,64,8
5908572,1,303,8
5908573,1,64,5
5908574,1,303,7
5908575,1,28,16
5908576,1,8,16
5908577,1,8,14
5908578,1,8,12
5908579,1,8,11
5908580,1,8,10
5908581,1,8,4
5908582,1,8,15
5908583,1,8,9
5908584,1,8,3
5908585,1,8,8
5908586,1,8,7
5908587,1,8,6
5908588,1,8,5
5908589,1,8,1
5908590,1,8,2
5908591,1,8,13
5908592,1,48,5
5908593,1,48,14
5908594,1,48,15
5908595,1,48,10
5908596,1,48,6
5908597,1,48,11
5908598,1,48,9
5908599,1,48,12
5908600,1,48,4
5908601,1,48,8
5908602,1,48,13
5908603,1,48,2
5908604,1,48,1
5908605,1,48,3
5908606,1,48,7
5908607,1,128,1
5908608,1,128,2
5908609,1,128,3
5908610,1,128,4
5908611,1,128,5
5908612,1,128,6
5908613,1,128,7
5908614,1,128,11
5908615,1,128,13
5908616,1,128,12
5908617,1,128,15
5908618,1,128,14
5908619,1,128,16
5908620,1,128,8
5908621,1,128,10
5908622,1,128,9
5908623,1,124,1
5908624,1,124,3
5908625,1,124,2
5908626,1,124,6
5908627,1,124,4
5908628,1,124,5
5908629,1,48,6
5908630,1,48,7
5908631,1,28,6
5908632,1,28,7
5908633,1,28,5
5908634,1,28,4
5908635,1,28,2
5908636,1,28,1
5908637,1,28,3
5908638,1,26,6
5908639,1,26,7
5908640,1,26,5
5908641,1,26,4
5908642,1,26,3
5908643,1,26,2
5908644,1,26,1
5908645,1,62,1
5908646,1,62,2
5908647,1,62,3
5908648,1,62,4
5908649,1,62,5
5908650,1,62,6
5908651,1,62,8
5908652,1,62,10
5908653,1,26,8
5908654,1,8,1
5908655,1,8,3
5908656,1,8,4
5908657,1,8,5
5908658,1,8,6
5908659,1,8,7
5908660,1,26,10
5908661,1,26,9
5908662,1,28,8
5908663,1,28,9
5908664,1,26,12
5908665,1,26,11
5908666,1,8,2
5908667,1,48,1
5908668,1,48,3
5908669,1,48,4
5908670,1,62,7
5908671,1,62,9
5908672,1,62,11
5908673,1,48,2
5908674,1,48,5
5908675,1,128,8
5908676,1,128,12
5908677,1,128,11
5908678,1,128,10
5908679,1,128,9
5908680,1,128,7
5908681,1,128,6
5908682,1,128,4
5908683,1,45,2
5908684,1,45,1
5908685,1,45,3
5908686,1,45,4
5908687,1,45,5
5908688,1,45,6
5908689,1,128,1
5908690,1,128,3
5908691,1,128,2
5908692,1,128,5
5908693,1,27,2
5908694,1,27,1
5908695,1,27,3
5908696,1,124,7
5908697,1,124,4
5908698,1,124,7
5908699,1,28,7
5908700,1,28,1
5908701,1,28,2
5908702,1,26,2
5908703,1,26,6
5908704,1,28,6
5908705,1,28,5
5908706,1,26,1
5908707,1,28,4
5908708,1,26,5
5908709,1,26,4
5908710,1,26,3
5908711,1,28,3
5908712,1,26,7
5908713,1,8,1
5908714,1,8,2
5908715,1,8,3
5908716,1,8,4
5908717,1,8,5
5908718,1,8,6
5908719,1,8,7
5908720,1,62,1
5908721,1,62,2
5908722,1,62,3
5908723,1,62,4
5908724,1,62,6
5908725,1,62,5
5908726,1,62,7
5908727,1,62,8
5908728,1,62,9
5908729,1,62,10
5908730,1,62,11
5908731,1,26,8
5908732,1,8,10
5908733,1,26,13
5908734,1,26,14
5908735,1,26,9
5908736,1,26,10
5908737,1,26,15
5908738,1,26,12
5908739,1,26,11
5908740,1,125,1
5908741,1,125,2
5908742,1,28,8
5908743,1,8,8
5908744,1,8,9
5908745,1,128,9
5908746,1,128,10
5908747,1,128,11
5908748,1,128,5
5908749,1,128,7
5908750,1,128,6
5908751,1,128,12
5908752,1,128,8
5908753,1,45,1
5908754,1,45,2
5908755,1,45,3
5908756,1,45,4
5908757,1,45,5
5908758,1,45,6
5908759,1,45,7
5908760,1,45,8
5908761,1,128,1
5908762,1,128,2
5908763,1,128,3
5908764,1,128,4
5908765,1,124,1
5908766,1,124,2
5908767,1,124,5
5908768,1,48,7
5908769,1,48,3
5908770,1,48,1
5908771,1,48,2
5908772,1,48,4
5908773,1,48,6
5908774,1,48,5
5908775,1,27,2
5908776,1,27,1
5908777,1,27,3
5908778,1,27,4
5908779,1,27,5
5908780,1,124,6
5908781,1,124,3
5908783,1,301,1
5908784,1,373,2
5908785,1,301,2
5908786,1,301,5
5908787,1,301,6
5908788,1,301,10
5908789,1,301,12
5908790,1,301,13
5908791,1,372,5
5908792,1,304,1
5908793,1,304,3
5908794,1,304,4
5908795,1,304,5
5908796,1,304,6
5908797,1,330,1
5908798,1,331,1
5908799,1,331,2
5908800,1,331,4
5908801,1,331,3
5908802,1,331,7
5908803,1,331,8
5908804,1,331,6
5908805,1,331,9
5908806,1,346,1
5908807,1,346,2
5908808,1,346,3
5908809,1,346,4
5908810,1,346,5
5908811,1,346,6
5908812,1,372,1
5908813,1,372,3
5908814,1,372,4
5908815,1,372,6
5908816,1,372,7
5908817,1,372,9
5908818,1,372,10
5908819,1,372,18
5908820,1,372,21
5908821,1,372,22
5908822,1,372,23
5908823,1,372,26
5908824,1,372,27
5908825,1,373,3
5908826,1,73,1
5908827,1,73,2
5908828,1,73,3
5908829,1,373,5
5908830,1,304,2
5908831,1,301,14
5908832,1,372,24
5908833,1,372,28
5908834,1,372,13
5908835,1,372,14
5908836,1,372,16
5908837,1,331,5
5908838,1,373,7
5908839,1,373,6
5908840,1,373,9
5908841,1,373,1
5908842,1,373,8
5908843,1,373,4
5908844,1,372,11
5908845,1,372,12
5908846,1,372,2
5908847,1,41,1
5908848,1,41,2
5908849,1,41,3
5908850,1,41,4
5908851,1,41,5
5908852,1,41,7
5908853,1,41,6
5908854,1,41,8
5908855,1,41,9
5908856,1,41,10
5908857,1,41,30
5908858,1,41,11
5908859,1,41,22
5908860,1,41,12
5908861,1,41,13
5908862,1,41,14
5908863,1,301,15
5908864,1,41,25
5908865,1,41,15
5908866,1,41,24
5908867,1,41,31
5908868,1,41,21
5908869,1,41,20
5908870,1,41,29
5908871,1,41,26
5908872,1,41,18
5908873,1,41,23
5908874,1,41,28
5908875,1,41,27
5908876,1,41,19
5908877,1,346,7
5908878,1,372,8
5908879,1,372,25
5908880,1,41,32
5908881,1,75,14
5908882,1,41,16
5908883,1,41,17
5908884,1,331,10
5908885,1,372,20
5908886,1,41,33
5908887,1,75,1
5908888,1,75,2
5908889,1,75,3
5908890,1,75,6
5908891,1,75,7
5908892,1,75,4
5908893,1,75,5
5908894,1,75,8
5908895,1,75,10
5908896,1,75,9
5908897,1,75,11
5908898,1,75,12
5908899,1,75,13
5908900,1,75,17
5908901,1,75,18
5908902,1,75,16
5908903,1,75,15
5908904,1,372,17
5908905,1,372,15
5908906,1,65,1
5908907,1,65,2
5908908,1,65,3
5908909,1,65,4
5908910,1,65,5
5908911,1,65,6
5908912,1,65,7
5908913,1,65,8
5908914,1,65,9
5908915,1,65,10
5908916,1,65,12
5908917,1,65,11
5908918,1,65,13
5908919,1,65,14
5908920,1,301,4
5908921,1,372,19
5908922,1,301,11
5908923,1,301,3
5908924,1,301,8
5908925,1,301,7
5908926,1,75,1
5908927,1,75,2
5908928,1,75,3
5908929,1,75,5
5908930,1,75,6
5908931,1,73,2
5908932,1,331,1
5908933,1,331,3
5908934,1,331,4
5908935,1,331,5
5908936,1,331,7
5908937,1,331,8
5908938,1,331,9
5908939,1,331,10
5908940,1,75,7
5908941,1,75,8
5908942,1,331,6
5908943,1,331,2
5908944,1,41,2
5908945,1,41,1
5908946,1,41,3
5908947,1,41,5
5908948,1,41,4
5908949,1,41,6
5908950,1,41,8
5908951,1,41,9
5908952,1,41,10
5908953,1,65,2
5908954,1,65,1
5908955,1,65,4
5908956,1,65,3
5908957,1,75,4
5908958,1,65,6
5908959,1,65,7
5908960,1,41,7
5908961,1,65,8
5908962,1,41,11
5908963,1,41,12
5908964,1,73,3
5908965,1,65,10
5908966,1,65,5
5908967,1,65,9
5908968,1,73,1
5908969,1,65,11
5908970,1,372,1
5908971,1,372,2
5908972,1,372,3
5908973,1,65,12
5908974,1,75,4
5908975,1,75,3
5908976,1,75,1
5908977,1,75,2
5908978,1,75,5
5908979,1,75,6
5908980,1,73,1
5908981,1,73,2
5908982,1,73,3
5908983,1,331,1
5908984,1,331,2
5908985,1,331,3
5908986,1,331,4
5908987,1,331,5
5908988,1,331,6
5908989,1,331,8
5908990,1,331,9
5908991,1,346,1
5908992,1,346,2
5908993,1,346,3
5908994,1,346,4
5908995,1,346,5
5908996,1,346,6
5908997,1,372,1
5908998,1,372,2
5908999,1,65,3
5909000,1,65,1
5909001,1,65,2
5909002,1,65,6
5909003,1,331,7
5909004,1,65,10
5909005,1,331,10
5909006,1,65,7
5909007,1,65,4
5909008,1,65,5
5909009,1,372,3
5909010,1,65,8
5909011,1,65,11
5909012,1,65,9
5909013,1,65,12
5909014,1,41,2
5909015,1,41,1
5909016,1,41,11
5909017,1,41,3
5909018,1,41,13
5909019,1,41,5
5909020,1,41,4
5909021,1,41,6
5909022,1,41,7
5909023,1,41,8
5909024,1,41,9
5909025,1,41,10
5909026,1,75,7
5909365,1,930,1
5909366,1,930,2
5909367,1,930,3
5909368,1,975,1
5909369,1,975,2
5909370,1,973,1
5909371,1,907,1
5909372,1,773,1
5909373,1,775,1
5909374,1,629,1
5909375,1,629,2
5909376,1,204,2
5909377,1,204,1
5909378,1,204,3
5909379,1,224,1
5909380,1,635,1
5909381,1,635,2
5909382,1,627,1
5909383,1,635,3
5909384,1,903,1
5909385,1,903,2
5909386,1,903,3
5909387,1,903,4
5909388,1,903,6
5909389,1,903,5
5909391,1,906,2
5909392,1,906,1
5909393,1,906,5
5909394,1,906,8
5909395,1,906,3
5909396,1,906,6
5909397,1,906,7
5909398,1,906,4
5909399,1,914,1
5909400,1,914,2
5909401,1,914,3
5909402,1,915,2
5909403,1,915,1
5909404,1,915,3
5909405,1,915,4
5909406,1,915,5
5909407,1,917,1
5909408,1,917,2
5909409,1,773,2
5909410,1,775,2
5909411,1,973,2
5909412,1,907,2
5909413,1,631,1
5909414,1,631,2
5909415,1,915,1
5909416,1,906,1
5909417,1,906,2
5909418,1,903,2
5909419,1,903,1
5909420,1,635,1
5909422,1,914,1
5909423,1,914,2
5909424,1,917,1
5909425,1,903,1
5909426,1,903,2
5909428,1,906,1
5909429,1,906,2
5909430,1,917,1
5922745,1,673,1
