service_id,date,exception_type
20041,20220307,1
20041,20220222,2
20041,20220208,1
20041,20220308,1
20041,20220301,1
20041,20220315,1
20041,20220215,1
20041,20220224,2
20041,20220217,1
20041,20220210,1
20041,20220310,1
20041,20220303,1
20041,20220317,1
20041,20220225,2
20041,20220311,1
20041,20220304,1
20041,20220318,1
20041,20220218,1
20041,20220211,1
18294,20220221,2
18294,20220228,1
18294,20220314,1
18294,20220214,1
18294,20220207,1
18294,20220307,1
18294,20220217,2
18294,20220210,1
18294,20220310,1
18294,20220303,1
18294,20220317,1
18294,20220224,1
18294,20220311,2
18294,20220218,2
18294,20220304,1
18294,20220318,1
18294,20220225,1
18294,20220211,1
8148,20220228,2
8148,20220314,2
8148,20220214,2
8148,20220307,2
8148,20220221,1
8148,20220210,2
8148,20220310,2
8148,20220303,2
8148,20220224,2
8148,20220217,1
8148,20220304,2
8148,20220225,2
8148,20220211,2
8148,20220311,1
8148,20220218,1
6538,20220228,2
6538,20220214,2
6538,20220307,2
6538,20220221,1
4137,20220228,2
4137,20220307,2
4137,20220221,1
4137,20220310,2
4137,20220303,2
4137,20220224,2
4137,20220217,1
4137,20220304,2
4137,20220225,2
4137,20220311,1
4137,20220218,1
3626,20220223,2
3626,20220302,1
3626,20220316,1
3626,20220216,1
3626,20220209,1
3626,20220309,1
3294,20220228,2
3294,20220214,2
3294,20220307,2
3294,20220221,1
